ID,Name,Description,ColumnSpec,category,type,unit,source_comment,changes,comment
CARNEIRO_213,Interest rates fixed by law and usury punishable,Interest rates fixed by law and usury punishable,,Economics,Categorical,,,,
CARNEIRO_214,Distraint of property for debt default or tax nonpayment,"Distraint of property (by government officials, not private seizure) for default of debts or nonpayment of taxes",,Economics,Categorical,,,,
CARNEIRO_215,Government distributes food in times of shortage or famine,Government relieves conditions of food shortage or famine by distributing or selling foodstuffs,,Economics,Categorical,,,,
CARNEIRO_216,Public or church support of the destitute,"Public, government, or church support (as against support by kinsmen or tribesmen only) of the destitute (e.g., widows, orphans, aged, or infirm), excluding becoming wards or servants of the chief or king by indigent person",,Economics,Categorical,,,,
CARNEIRO_217,Social segments above family,"Social (rather than territorial) segments above the level of the extended family or household (e.g., lineages, sibs, moieties, marriage classes, social classes, castes, age grades, mens clubs, secret societies, warrior societies, ceremonial teams, craft guilds)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_218,Two or more social segments,Two or more different types of social segments,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_219,Unilineal kin groups beyond families,Unilineal kin groups (segments) beyond extended families (including royal or chiefly lineages),,Social Organization and Stratification,Categorical,,,,
CARNEIRO_220,Genealogies for at least five generations,Genealogies traced back reliably for at least five generations,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_221,Voluntary associations,"Voluntary associations, permanent and corporate, based on principles other than kinship or age",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_222,Blood brotherhood,Blood brotherhood or other special friendships solemnized by ceremonies,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_223,"Occupational classes, castes, or descent groups","Occupational classes, castes, or descent groups (excluding slaves, but including clans with specific duties)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_224,"Bride price, bride service, or gift exchange","Marriage formalized by bride price, bride service, or gift exchange between the bride and groom or their families",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_225,Dowry,Dowry (as distinguished from the contribution of the bride or her family in gift exchange),,Social Organization and Stratification,Categorical,,,,
CARNEIRO_226,Marriage celebrated with a feast,Marriage celebrated with a feast,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_227,Marriages performed by priests or state officials,Marriages performed or registered by priests or officials of the state (not including the mere blessing of the couple by a priest),,Social Organization and Stratification,Categorical,,,,
CARNEIRO_228,Significant social status differences,"Well-defined and significant differences in social status (other than the difference between the principal political leader or shaman and everyone else, or differences based on age or sex)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_229,Wealth accumulation brings prestige or influence,"The accumulation of wealth in movable property or land, even without its redistribution, brings considerable prestige or influence",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_230,Social stratification into distinct classes,"Stratification of the society into distinct social classes (excluding status distinctions based only on age or sex, and the ranking of clans or subclans)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_231,Social stratification into at least three classes,Stratification of the society into at least three distinct social classes,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_232,Differences of rank within the upper classes,Differences of rank within the upper class(es) other than that based on political or religious office or sex,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_233,Class distinctions in legal liability for offenses,"Class distinctions in legal liability for offenses (i.e., members of the various social classes have different rights under the law)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_234,"Ornaments, clothing or other marks distinguishing social classes","Special ornaments, differences in clothing, or other marks, which distinguish members of one class from the rest of the society",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_235,Insignia of noble or high rank,"Insignia of noble or high rank (e.g, ear plugs, special hairdos, coats of arms) meant primarily to indicate status rather than being largely ornamental",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_236,Sumptuary laws,"Sumptuary laws concerning dress, adornment, or other manifestations of wealth and serving to maintain class distinctions",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_237,Some society members have superior residences,Some members of the society (other than the political leader) have categorically superior residences,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_238,Some society members own more land,Some members of the society (other than the political leader) own significantly more land than others,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_239,Majordomos,Majordomos supervise staffs of private households or estates (other than that of the political leader),,Social Organization and Stratification,Categorical,,,,
CARNEIRO_240,Some society members have numerous wives or concubines,Some members of the society (other than the political leader) have numerous wives or concubines (at least 8 or 10),,Social Organization and Stratification,Categorical,,,,
CARNEIRO_241,Some society members have servants or retainers,Some members of the society (other than the political leader) have permanent servants or retainers (other than slaves),,Social Organization and Stratification,Categorical,,,,
CARNEIRO_242,Persons of high rank have special privileges,"Persons of high rank (other than the political leader) have special privileges (e.g., exemption from taxation or corvée, right to hold political office, right to remain seated in the kings presence) excluding privileges relating to dress and ornament",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_243,Competitive sports or spectacles staged by the upper classes,Competitive sports or spectacles staged by the political leader or members of the upper classes,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_244,Hunting primarily an upper class pastime,"Hunting primarily a pastime of the chief, king, or upper classes",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_245,Codes of social conduct distinguishing class or status,Elaborate code of social conduct serves to distinguish between social classes or individuals of different social positions,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_246,Class differences in disposal of the dead,"Status (excluding age and sex) class, or caste differences in disposal of the dead (based on social rather than religious status; exclude shamans and priests)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_247,Some society members buried with wealth or animal sacrifices,"Some members of the society (other than the political leader) buried with large amounts of wealth, or have a considerable number of animals sacrificed at their death",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_248,"Some society members buried with wives, retainers or slaves","Some members of the society (other than the political leader) buried with or accompanied in death by wives, concubines, retainers, or slaves",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_249,Some society members elaborately buried,"Some members of the society (other than the political leader) buried in elaborate tombs or graves (e.g., burial mounds, cist graves, thatched buildings)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_250,Extrasocietal slavery,"War captives or persons bought outside the society kept as slaves without subsequently being liberated, killed, or granted equal status with native-born members of the society",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_251,Intrasocietal slavery,"Debtors or criminals made slaves, or other freeborn members of the society (including wives and children) sold into slavery",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_252,"Slaves branded, tonsured, or otherwise identified","Slaves branded, tonsured, or otherwise identified",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_253,Slaves as personal servants,Some slaves kept as personal servants and not used in economically productive activities (including cooking),,Social Organization and Stratification,Categorical,,,,
CARNEIRO_254,Slaves economically significant,"Slaves as a class economically significant, i.e., they add to the economy more than they consume (produce food, make goods, or yield a product in significant amounts, rather than merely doing odd work)",,Social Organization and Stratification,Categorical,,,,
CARNEIRO_255,Slaves bought and sold within the society,Slaves bought and sold within the society (excluding the selling into slavery of freeborn members of the society),,Social Organization and Stratification,Categorical,,,,
CARNEIRO_256,Slave markets,Slave markets,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_257,Hereditary slavery,Hereditary slavery,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_258,Manumission of slaves common,Manumission of slaves common,,Social Organization and Stratification,Categorical,,,,
CARNEIRO_259,Supra-community political units,Communities (or camps) continuously grouped (year-round) into larger political units which recognize some central authority,,Political Organization,Categorical,,,,
CARNEIRO_260,Supra-provincial political organization,"Districts or provinces, each comprising several villages or communities, are permanently grouped into a larger political unit",,Political Organization,Categorical,,,,
CARNEIRO_261,Three or more levels of territorial administration,"Three or more levels of territorial administration above the community (e.g., 1. district, 2. province, 3. quarter, 4. kingdom)",,Political Organization,Categorical,,,,
CARNEIRO_262,State,"State: permanent organization of a number of supra-community units (districts, tribes, or provinces) into a single political unit under centralized control, involving at least (a) some power to collect revenue, (b) the power to conscript men for work or war, (c) some centralized judicial authority, and (d) the power to formulate and execute policy",,Political Organization,Categorical,,,,
CARNEIRO_263,"Population of 100,000 or above","Population of the state 100,000 or above",,Political Organization,Categorical,,,,
CARNEIRO_264,"Population of 1,000,000 or above","Population of the state 1,000,000 or above",,Political Organization,Categorical,,,,
CARNEIRO_265,Citizenship,Citizenship: citizens have certain rights under the law which non-citizens do not have,,Political Organization,Categorical,,,,
CARNEIRO_266,Capital city or town,"State or tribe has capital city, town, or village",,Political Organization,Categorical,,,,
CARNEIRO_267,Municipal quarters,Towns or cities divided into quarters or wards for civil or judicial purposes,,Political Organization,Categorical,,,,
CARNEIRO_268,State redistricts or moves populations,State endeavors to maintain administrative units of approximately equal size at each of several levels by redistricting or by the movement of populations,,Political Organization,Categorical,,,,
CARNEIRO_269,Permission to move between administrative units,Government permission required to move from one administrative unit to another,,Political Organization,Categorical,,,,
CARNEIRO_270,Colonists,Colonists sent to settle in conquered or newly-opened territory,,Political Organization,Categorical,,,,
CARNEIRO_271,"Young persons sent to capital for training, service or as hostages",Young persons sent to capital for training or royal service or as hostages,,Political Organization,Categorical,,,,
CARNEIRO_272,"Headman, chief, king, or council of elders","A generally recognized agent or agency of the society (e.g., headman, chief, king, council of elders) makes decisions or policy affecting the society as a whole",,Political Organization,Categorical,,,,
CARNEIRO_273,Powerful political leaders,"Political leader(s) has the power, by threat or exercise of active sanctions, to make individuals comply with his decisions (e.g., can assign tasks, draft labor, impose taxes, command military service)",,Political Organization,Categorical,,,,
CARNEIRO_274,Political leader exercises judicial power,"Political leader(s) exercises judicial power (decides guilt and decrees punishment, or settles cases appealed to him; does not merely mediate)",,Political Organization,Categorical,,,,
CARNEIRO_275,Political leader exercises supreme judicial authority,"Political leader(s) exercises supreme judicial authority, e.g., has the power to reverse decisions of inferior judges or courts in civil or criminal cases",,Political Organization,Categorical,,,,
CARNEIRO_276,Leadership transmitted through royal line,Chiefly or kingly line through which political leadership is customarily transmitted,,Political Organization,Categorical,,,,
CARNEIRO_277,Heir apparent undergoes training for future office,"Heir apparent undergoes rigorous or intensive training or education as preparation for his future office, including, e.g. serving as governor of a province",,Political Organization,Categorical,,,,
CARNEIRO_278,Property qualifications required for public office,Property qualifications required for appointment or formal election to public office,,Political Organization,Categorical,,,,
CARNEIRO_279,Secondary political leaders,"Secondary political leader(s) who have authority over segments of the society (e.g., sub-chiefs, house chiefs, clan chiefs, governors)",,Political Organization,Categorical,,,,
CARNEIRO_280,Advisory council for political leader,"Formally constituted council (permanent or ad hoc) or official who advises, deliberates with, or controls the political leader",,Political Organization,Categorical,,,,
CARNEIRO_281,Non-territorial advisors or administrative civil officials,"Non-territorial advisors or administrative civil officials: functionaries who advise or act at the direction of the political leader, but who are not personal servants or retainers (e.g., talking chiefs)",,Political Organization,Categorical,,,,
CARNEIRO_282,Officials overseeing government-controlled activities,Specialized officials in charge of one or more activities or enterprises controlled or supervised by the government,,Political Organization,Categorical,,,,
CARNEIRO_283,Hierarchy of non-territorial administrative officials,Hierarchy of non-territorial administrative officials (excluding palace hierarchy),,Political Organization,Categorical,,,,
CARNEIRO_284,Secondary political officials may appoint their subordinates,Secondary political officials may appoint their subordinates,,Political Organization,Categorical,,,,
CARNEIRO_285,Provincial administrative centers,Provincial or district administrative centers where officials appointed by the state (other than local chiefs) collect taxes or maintain order,,Political Organization,Categorical,,,,
CARNEIRO_286,Municipal governments,Towns or cities within a larger political unit have municipal governments,,Political Organization,Categorical,,,,
CARNEIRO_287,Secretariat administering laws or decrees,"Secretariat, in charge of drafting, promulgating, and circulating laws or royal decrees",,Political Organization,Categorical,,,,
CARNEIRO_288,State accountant or treasurer,"Accountant or treasurer who keeps track of the wealth accumulated by the chief, king, or state",,Political Organization,Categorical,,,,
CARNEIRO_289,"Inspectors, censors, or secret agents","Inspectors, censors, or secret agents who examine records or investigate the functioning of officials, popular discontent, etc.",,Political Organization,Categorical,,,,
CARNEIRO_290,Census taken,Census taken (including simple enumerations or head counts),,Political Organization,Categorical,,,,
CARNEIRO_291,Organized messenger or courier system,Organized messenger or courier system which links together most of the societys territory,,Political Organization,Categorical,,,,
CARNEIRO_292,Ministries,Ministries: government departments headed by ministers and having full-time staffs of officials and clerks,,Political Organization,Categorical,,,,
CARNEIRO_293,Ministry of revenue or finance,Ministry of revenue or finance,,Political Organization,Categorical,,,,
CARNEIRO_294,Ministry of public works,Ministry of public works,,Political Organization,Categorical,,,,
CARNEIRO_295,Ministry of justice,Ministry of justice,,Political Organization,Categorical,,,,
CARNEIRO_296,"Ministry of religious affairs, rites, or ceremonials","Ministry of religious affairs, rites, or ceremonials",,Political Organization,Categorical,,,,
CARNEIRO_297,Ministry of foreign affairs,Ministry of foreign affairs,,Political Organization,Categorical,,,,
CARNEIRO_298,Ministry of war,Ministry of war,,Political Organization,Categorical,,,,
CARNEIRO_299,Prime minister,Prime minister: principal administrative official below the ruler who initiates or executes policy,,Political Organization,Categorical,,,,
CARNEIRO_300,Council of ministers advising the ruler,Council of ministers forming a regular advisory body to the ruler,,Political Organization,Categorical,,,,
CARNEIRO_301,Authentication devices for official actions,"Devices used to confirm or authenticate official orders, decrees, actions, and transactions (e.g., seals, signatures, rings, or other symbols)",,Political Organization,Categorical,,,,
CARNEIRO_302,Auditing of government financial accounts,Auditing procedures to check for errors or embezzlement in government financial accounts,,Political Organization,Categorical,,,,
CARNEIRO_303,Government budget,"Budget: a comprehensive and itemized estimate of anticipated revenues and expenditures, periodically prepared by government officials",,Political Organization,Categorical,,,,
CARNEIRO_304,Annals of state affairs,Annals of state affairs regularly kept by official historian(s),,Political Organization,Categorical,,,,
CARNEIRO_305,State archives,Archives in which official records and state papers are kept,,Political Organization,Categorical,,,,
CARNEIRO_306,State officials paid a fixed salary,State officials paid a fixed salary,,Political Organization,Categorical,,,,
CARNEIRO_307,Officials' salaries paid in currency,"Officials' salaries paid, at least in part, in currency rather than in kind",,Political Organization,Categorical,,,,
CARNEIRO_308,Codified regulations for administrative structure,Codified regulations minutely govern the constitution and operation of the administrative structure,,Political Organization,Categorical,,,,
CARNEIRO_309,Political leader is a full-time specialist,Political leader does not ordinarily engage in subsistence,,Political Organization,Categorical,,,,
CARNEIRO_310,Political leader abstains from low-status activities,"Political leader may not engage in certain common economic activities, which are considered to be beneath his status",,Political Organization,Categorical,,,,
CARNEIRO_311,Political leader entertains on a lavish scale,Political leader entertains on a lavish scale,,Political Organization,Categorical,,,,
CARNEIRO_312,"Political leader bestows land, slaves, rank","Political leader bestows land, slaves, wealth, women, or noble rank for services rendered",,Political Organization,Categorical,,,,
CARNEIRO_313,Political leader appoints officials,Political leader appoints and deposes subordinate political officials,,Political Organization,Categorical,,,,
CARNEIRO_314,Political leader promulgates laws,"Political leader promulgates laws, issues decrees, or makes proclamations to the populace (not just orders that are obeyed)",,Political Organization,Categorical,,,,
CARNEIRO_315,Political leader grants audiences,Political leader grants formal audiences to hear grievances or petitions (exclude appeal in legal cases),,Political Organization,Categorical,,,,
CARNEIRO_316,Political leader travels around the kingdom,"Political leader makes regular visits to various parts of the kingdom to examine conditions, hear cases, collect taxes, awe his subjects, etc.",,Political Organization,Categorical,,,,
CARNEIRO_317,Political leader travels with a retinue,Political leader travels with a retinue,,Political Organization,Categorical,,,,
CARNEIRO_318,Political leader controls religious institutions,"Political leader exercises considerable control over the activities of temples or the church (e.g., performs investiture of priests, endows temples)",,Political Organization,Categorical,,,,
CARNEIRO_319,Political leader performs essential societal rituals,"Political leader performs rituals considered essential for the welfare of the society, and which only he can perform",,Political Organization,Categorical,,,,
CARNEIRO_320,Installation ceremony for political leader,"Special ceremony for installation or investiture of new political leader (e.g., oath of office, coronation)",,Political Organization,Categorical,,,,
CARNEIRO_321,Political leader has special symbols of office,"Political leader has special symbols of office or authority (e.g., throne, crown, scepter, seal, robes)",,Political Organization,Categorical,,,,
CARNEIRO_322,Deference to political leader,"Displays of special deference to political leader (e.g., carrying in a litter, averting the eyes, bowing)",,Political Organization,Categorical,,,,
CARNEIRO_323,Officials or sub-chiefs swear allegiance to the leader,"Officials, vassals, sub-chiefs, or courtiers swear allegiance to the chief, king, or state",,Political Organization,Categorical,,,,
CARNEIRO_324,Political leader addressed by honorific titles,Political leader addressed or referred to by various honorific titles,,Political Organization,Categorical,,,,
CARNEIRO_325,Lese majesty severely punished,"Lese majesty  an offense against the dignity, person, or property of the ruler  severely punished",,Political Organization,Categorical,,,,
CARNEIRO_326,(Semi)divine ruler,"Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",,Political Organization,Categorical,,,,
CARNEIRO_327,Political leader buried with wealth,Political leader buried with large amounts of wealth,,Political Organization,Categorical,,,,
CARNEIRO_328,Political leader buried with wives or slaves,"Wives, concubines, retainers, or slaves of political leader buried with him or otherwise killed at the time of his death",,Political Organization,Categorical,,,,
CARNEIRO_329,Political leader elaborately buried,"Political leader buried in an elaborate tomb or grave (e.g., burial mound, cist grave, thatched building, pyramid)",,Political Organization,Categorical,,,,
CARNEIRO_330,Special treatment to preserve leaders corpse,"Special treatment (e.g., desiccation, embalming) to preserve the political leaders corpse or part thereof (not just the bones)",,Political Organization,Categorical,,,,
CARNEIRO_331,Deceased political leader reverenced,"Deceased former political leader especially reverenced (e.g., his spirit invoked or propitiated, monuments erected to his memory)",,Political Organization,Categorical,,,,
CARNEIRO_332,"Ruler receives food and goods as gifts, tribute or taxes","Chief or king receives large amounts of food and/or other goods as gifts, tribute, taxes, or fines",,Political Organization,Categorical,,,,
CARNEIRO_333,Special residence for political leader,Political leader lives in a special residence or compound categorically superior to any other residence,,Political Organization,Categorical,,,,
CARNEIRO_334,Royal estates,"Royal estates, residences, or preserves outside the capital which are the property of the ruler",,Political Organization,Categorical,,,,
CARNEIRO_335,Full-time retainers for political leader,Political leader has full-time personal attendants or retainers,,Political Organization,Categorical,,,,
CARNEIRO_336,Royal household maintained by a steward and staff,Royal or chiefly household maintained by a steward and staff,,Political Organization,Categorical,,,,
CARNEIRO_337,Court,"Court, a body of officials, members of the upper classes, retainers, entertainers, etc., surrounding the chief or king",,Political Organization,Categorical,,,,
CARNEIRO_338,Ruler has significantly more wives or concubines,Chief or king has significantly more wives or concubines than anyone else,,Political Organization,Categorical,,,,
CARNEIRO_339,Ruler has a harem,"Chief or king has a harem (a special residence(s) supervised by a responsible official(s), e.g., a eunuch)",,Political Organization,Categorical,,,,
CARNEIRO_340,Ruler has a bodyguard,Bodyguard to protect the rulers person,,Political Organization,Categorical,,,,
CARNEIRO_341,Private tutors for children of nobles,Private tutors retained at court to instruct prince(s) and/or children of nobles,,Political Organization,Categorical,,,,
CARNEIRO_342,Political leader has storehouse or treasury,"Political leader has storehouse or treasury (for hard goods or valuables, rather than for food)",,Political Organization,Categorical,,,,
CARNEIRO_343,Formal treaties between societies,"Formal treaties (recorded or witnessed and sworn) concluded between societies to establish alliances, to settle disputes, or to end wars",,Political Organization,Categorical,,,,
CARNEIRO_344,Ambassadors,Ambassador(s): diplomatic representative acting in regular relations with a foreign government,,Political Organization,Categorical,,,,
CARNEIRO_345,Diplomatic missions,Diplomatic missions by government officials carried out for specific purposes,,Political Organization,Categorical,,,,
CARNEIRO_346,"Passports, visas, or tallies","Passports, visas, or tallies to control the entry or exit of persons, native or foreign",,Political Organization,Categorical,,,,
CARNEIRO_347,Superordinate tribe or state,"Superordinate tribe or state which receives tribute, labor, soldiers, or other recognition of obligation from subordinate or vassal tribe(s) or state(s)",,Political Organization,Categorical,,,,
CARNEIRO_348,Resident officials overseeing native rulers of subordinate states,Resident political officials who oversee native rulers of feudatory or tributary states,,Political Organization,Categorical,,,,
CARNEIRO_349,Composition,Composition: redress of death or bodily injury by payment of an indemnity to the victim or his relatives (with or without a formal judicial proceeding),,Law and Judicial Process,Categorical,,,,
CARNEIRO_350,Ordeals or oaths to establish guilt or settle disputes,Ordeals or oaths to establish guilt or innocence or to settle disputes prescribed or enforced (exclude torture applied to extract a confession),,Law and Judicial Process,Categorical,,,,
CARNEIRO_351,Mediation used to settle inter-community disputes,Mediation or formal legal procedure customarily used to settle at least one type of dispute within the political unit,,Law and Judicial Process,Categorical,,,,
CARNEIRO_352,Land disputes settled by political or judicial authority,"Disputes over land settled by political or judicial authority, rather than only by mediation or fighting",,Law and Judicial Process,Categorical,,,,
CARNEIRO_353,Judicial process,"Judicial process, in which an individual or limited group (e.g., council of elders, tribal chief, court of law) considers evidence and renders judgment in a dispute, or of an accused person, on behalf of the society",,Law and Judicial Process,Categorical,,,,
CARNEIRO_354,Court trials,"Court trials, held under specialized judges or magistrates who hear testimony and weigh evidence, interpret the law or customary law, and render a decision in civil or criminal cases",,Law and Judicial Process,Categorical,,,,
CARNEIRO_355,Judicial system of higher and lower courts,"Judicial system of higher and lower courts, cases being referred to one or the other according to their nature, with decisions of lower courts perhaps appealable to higher courts",,Law and Judicial Process,Categorical,,,,
CARNEIRO_356,Specialized courts,"Specialized courts (e.g., commercial courts, military courts, ecclesiastical courts, divorce courts)",,Law and Judicial Process,Categorical,,,,
CARNEIRO_357,Legal counsel,Legal counsel: specialized advocates or lawyers who interpret the law or act for clients in legal cases,,Law and Judicial Process,Categorical,,,,
CARNEIRO_358,Oaths or affirmations of truthful testimony,Oaths or affirmations of truthful testimony required of witnesses in legal trials,,Law and Judicial Process,Categorical,,,,
CARNEIRO_359,Oaths of compurgation accepted as evidence of innocence,Oaths of compurgation accepted as evidence of innocence at legal trials,,Law and Judicial Process,Categorical,,,,
CARNEIRO_360,Perjury or false testimony punishable by law,Perjury or false testimony in court legal cases punishable by law,,Law and Judicial Process,Categorical,,,,
CARNEIRO_361,Judges,Judges: officials whose sole function it is to apply the law and render decisions in civil or criminal cases,,Law and Judicial Process,Categorical,,,,
CARNEIRO_362,Police,"Police: specialized individual or force charged with keeping the peace, enforcement of norms, or the apprehension and detention of offenders",,Law and Judicial Process,Categorical,,,,
CARNEIRO_363,Specialized public executioner,Specialized public executioner,,Law and Judicial Process,Categorical,,,,
CARNEIRO_364,Law,"Law: a body of explicitly formulated secular norms, interpreted, applied, and enforced by a constituted authority",,Law and Judicial Process,Categorical,,,,
CARNEIRO_365,Recurrent decrees of laws,Laws recurrently decreed by a ruler or enacted by a legislative body,,Law and Judicial Process,Categorical,,,,
CARNEIRO_366,Code of laws,"Code of laws (explicit and recorded) which covers social, political, and/or economic relations",,Law and Judicial Process,Categorical,,,,
CARNEIRO_367,Offenses against persons punishable by law,"Offenses against persons (e.g., sorcery  if actually practiced, assault, maiming, rape, murder) punishable under law or custom by formal means",,Law and Judicial Process,Categorical,,,,
CARNEIRO_368,Offenses against property punishable by law,"Offenses against property (e.g., theft, arson, willful or inadvertent destruction) subject to indemnification or punishment under law or custom by formal means",,Law and Judicial Process,Categorical,,,,
CARNEIRO_369,Obstruction of justice punishable under law,"Obstruction of justice (e.g., harboring of criminals, refusing to give evidence) punishable under law",,Law and Judicial Process,Categorical,,,,
CARNEIRO_370,"Laws governing marriage, abortion, or adoption","Laws governing marriage, divorce, abortion, infanticide, or adoption",,Law and Judicial Process,Categorical,,,,
CARNEIRO_371,Laws governing inheritance,Laws governing inheritance,,Law and Judicial Process,Categorical,,,,
CARNEIRO_372,"Laziness, malingering, or vagrancy punishable by law","Laziness, malingering, or vagrancy punishable by law",,Law and Judicial Process,Categorical,,,,
CARNEIRO_373,"Libel, slander, or malicious lying punishable by law","Libel, slander, or malicious lying punishable by law",,Law and Judicial Process,Categorical,,,,
CARNEIRO_374,Laws regulating borrowing and lending,Laws regulating borrowing and lending,,Law and Judicial Process,Categorical,,,,
CARNEIRO_375,Building codes,"Building codes: laws regulating house construction (e.g., prescribing building materials, limiting number of stories)",,Law and Judicial Process,Categorical,,,,
CARNEIRO_376,Sacrilege severely punished,"Sacrilege  irreverence or disrespect toward a sacred person, place, custom, or object  severely punished",,Law and Judicial Process,Categorical,,,,
CARNEIRO_377,Religious law enforced by political officials,Religious law enforced by political officials,,Law and Judicial Process,Categorical,,,,
CARNEIRO_378,Statute of limitations,Statute of limitations specifying the time within which offenders must be brought to trial to be punishable,,Law and Judicial Process,Categorical,,,,
CARNEIRO_379,Offenses punished by a designated agent rather than by the offended party,Most offenses regularly punished by a designated or permanent agent of the society rather than by the offended parties themselves,,Law and Judicial Process,Categorical,,,,
CARNEIRO_380,Crimes punishable by public authorities only,Crimes legally punishable by public authorities only; private action illegal,,Law and Judicial Process,Categorical,,,,
CARNEIRO_381,Offenses punished by fines,"Certain offenses punished by fines (in currency or in kind) paid to the lineage, sib or village, tribe or state, of which part may go to the offended party (including penalty feasts)",,Law and Judicial Process,Categorical,,,,
CARNEIRO_382,Offenses punished by confiscation of property,"Certain offenses punished by confiscation of property, of which part may go to the offended party",,Law and Judicial Process,Categorical,,,,
CARNEIRO_383,Political authority retains fines or confiscated property,Fines collected or property confiscated by political authority and not shared with the offended party (unless he is the political leader),,Law and Judicial Process,Categorical,,,,
CARNEIRO_384,Corporal punishment,"Corporal punishment (including mutilation, shaving off hair) meted out for certain offenses by an authorized agent of the society (other than the offended party or his kin unless he is the political leader)",,Law and Judicial Process,Categorical,,,,
CARNEIRO_385,Incarceration of convicted offenders,"Incarceration of convicted offenders (in shackles, stocks, pens, cages, or prisons)",,Law and Judicial Process,Categorical,,,,
CARNEIRO_386,Offenses punished by slavery or hard labor,Certain offenses punished by slavery or by terms at hard labor,,Law and Judicial Process,Categorical,,,,
CARNEIRO_387,Death penalty,"Death penalty decreed by custom or after judicial procedure for certain crimes, and exacted openly by someone acting with the explicit approval of the society",,Law and Judicial Process,Categorical,,,,
CARNEIRO_388,Commutation of certain sentences upon payment,Commutation of sentences for certain crimes may be granted upon payment of a fixed amount,,Law and Judicial Process,Categorical,,,,
CARNEIRO_389,Political leader sometimes pardons convicted offenders,Political leader sometimes pardons convicted offenders,,Law and Judicial Process,Categorical,,,,
CARNEIRO_390,General amnesties granted on special occasions,General amnesties granted on special occasions,,Law and Judicial Process,Categorical,,,,
CARNEIRO_391,Violation of secular law incurs punishment by gods and secular punishment,"Violation of secular legal norms automatically incurs punishment by gods during the individuals lifetime, as well as secular punishment by a formally designated agent of the society",,Law and Judicial Process,Categorical,,,,
CARNEIRO_392,Warfare for reasons beyond personal conflicts or preemptive defense,"Warfare initiated for considerations other than (or in addition to) the avenging of insults, personal injury, murder, witchcraft, the stealing of women, trespass, or forestalling an enemy attack",,Warfare,Categorical,,,,
CARNEIRO_393,Economic reasons for warfare,"Economic considerations (e.g., territorial acquisition, the capture of booty, the taking of slaves) important in the initiation of warfare",,Warfare,Categorical,,,,
CARNEIRO_394,Religious reasons for warfare,"Warfare initiated in order to impose religious dogma or to make religious observances (e.g., human sacrifice)",,Warfare,Categorical,,,,
CARNEIRO_395,Formal warning or declaration of war,"Formal warning, challenges, or declaration of war, including the displaying of symbols, customarily given",,Warfare,Categorical,,,,
CARNEIRO_396,War leaders,"Recognized war leader(s) (other than a political leader) who regularly leads the men of the society against the enemy (e.g., war chief, general)",,Warfare,Categorical,,,,
CARNEIRO_397,Professional military commanders,"Professional military commanders (e.g., generals) who regularly lead the army in time of war",,Warfare,Categorical,,,,
CARNEIRO_398,Professional middle-level military officials,"Professional middle-level military officials (e.g., centurions, lieutenants, captains)",,Warfare,Categorical,,,,
CARNEIRO_399,Specially trained warriors,Body of specially trained or highly skilled warriors (as distinct from the rest of the fighting men),,Warfare,Categorical,,,,
CARNEIRO_400,Standing army,"Standing army, organized around a core of professional soldiers, and continuously maintained",,Warfare,Categorical,,,,
CARNEIRO_401,Militia,Militia: a semimilitary organization with officers who keep its units in readiness to quell uprisings or repel invasions,,Warfare,Categorical,,,,
CARNEIRO_402,Military conscription,"Military conscription (those disinclined to fight either coerced into doing so, allowed to commute, or else subject to punishment)",,Warfare,Categorical,,,,
CARNEIRO_403,Military or corvée obligations fulfilled through substitutes or payments,Substitutes may be hired or commutation paid to fulfill military or corvée obligations,,Warfare,Categorical,,,,
